"@title","Bahasa Indonesia"
"#03608","Page"
"#03609","Next"
"#03610","Maint."
"#03611","Base"
"#03612","Bns"
"#03613","Total"
"#03614","Bonus"
"#03615","Male"
"#03616","Female"
"#03617","Month <0>"
"#03618","=#03610"
"#03619","<0>/month"
"#03620","=#02776"
"#03621","Price"
"#03622","=#03163"
"#03623","Owned"
"#03624","Complete"
"#03625","In progress"
"#03626","<0> complete"
"#03627","<0>: <1> Issue"
"#03628","Item List"
"#03629","=#03623"
"#03630","=#03628"
"#03631","Times Used"
"#03632","=#01056"
"#03633","=#01056"
"#03634","Summary"
"#03635","Length"
"#03636","Cost"
"#03637","Name"
"#03638","=#02567"
"#03639","=#02504"
"#03640","=#02629"
"#03641","All Facilities"
"#03642","List"
"#03643","Overwrite current progress?"
"#03644","Delete current progress?"
"#03645","Save complete."
"#03646","Scroll to select a location. Keep your finger on the item while scrolling to make fine adjustments. Tap to build."
"#03647","Already set."
"#03648","=#02407"
"#03649","You got <co=000080><0></co>."
"#03650","Now following this guest. Tap again to see detailed info."
"#03651","Building <0>..."
"#03652","Remove <0>"
"#03653","Remove until where?"
"#03654","Start <0> where?"
"#03655","Place until where?"
"#03656","Spr"
"#03657","Sum"
"#03658","Aut"
"#03659","Wnt"
"#03660","<co=008000><0></co> is complete."
"#03661","-<0> in monthly maintenance."
"#03662","Kairo News"
"#03663","Visit us at Kairo Park."
"#03664","Check out Kairo Park Apps."
"#03665","Quit the game and head to"
"#03666","Head to Kairo Park?"
"#03667","Head to our App intro page?"
"#03668","=#03427"
"#03669","Quit the game?"
"#03670","Stay up-to-date with the"
"#03671","latest Kairo Park info!"
"#03672","Currency"
"#03673","\\"
"#03674","$"
"#03675","Switch currency to yen/dollars."
"#03676","Note that ￥100 = ＄1."
"#03677","Enter Kairo Park"
"#03678","=#03540"
"#03679","Please enter a name."
"#03680","Enter up to <0> characters."
"#03681","Yr <0> Mn <1> Wk <2>"
"#03682","Load failed."
"#03683","Could not read data."
"#03684","Make sure to allow connection to network and check your signal strength."
"#03685","Make sure to allow connection to network and<br>check your signal quality."
"#03686","Authentication failed."
"#03687","A server error has occurred."
"#03688","A data error has occurred.<br>Please re-install the application."
"#03689","An error has occurred.<br>Please restart the application."
"#03690","Could not start game."
"#03691","Auto <0>"
"#03692","Save <0>"
"#03693","Send all data"
"#03694","Show error log"
"#03695","Send all data?"
"#03696","Send Autosave Data <0>?"
"#03697","Send Save Data <0>?"
"#03698","Data sent.<br>Thanks for your cooperation.<br>We hope you'll stick with us!"
"#03699","An error has occurred.<br>Retry?"
"#03700","Send Save Data"
"#03701","Choose data to send."
"#03702","Sending data"
"#03703","Do not turn the device off."
"#03704","=#02480"
"#03705","Lite Version"
"#03706","An error has occurred."
"#03707","=#03427"
"#03708","On the app settings screen, turn on all \""App Permissions\"" and restart the app."
"#03709","Please wait..."
"#03710","Authority: Please re-boot to allow the storage.<br>You will need to save the game."
"#03711","You can not start."
"#03712","Please shorten the content"
"#03713","How to use TapJoy\n- Terminate \""Limit Ad Tracking\"" and restart the game.\n* Setting app > Privacy > Advertising > Limit Ad Tracking"
"#03714","Loading Advert"
"#03715","Confirm"
"#03716","Finish"
"#03717","=#03509"
"#03718","=#02919"
"#03719","Menu"
"#03720","Map"
"#03721","=#03594"
"#03722","Depart"
"#03723","=#03486"
"#03724","Self"
"#03725","Top"
"#03726","Site"
"#03727","Popular"
"#03728","=#03079"
"#03729","Edit"
"#03730","=#02584"
"#03731","Rotate"
"#03732","=#03637"
"#03733","Report"
"#03734","Export"
"#03735","Hint"
"#03736","Order"
"#03737","Note"
"#03738","Defaults"
"#03739","Remove"
"#03740","=#03594"
"#03741","=#01865"
"#03742","=#02500"
"#03743","Rename"
"#03744","Details"
"#03745","Guide"
"#03746","=#03731"
"#03747","=#01865"
"#03748","Floor"
"#03749","=#03574"
"#03750","=#03595"
"#03751","Toggle"
"#03752","=#03739"
"#03753","=#01863"
"#03754","=#03720"
"#03755","Status"
"#03756","Units"
"#03757","Forfeit"
"#03758","Tactics"
"#03759","Sort"
"#03760","Diagnose"
"#03761","=#03566"
"#03762","=#03719"
"#03763","Supplement"
"#03764","Setting"
"#03765","Down"
"#03766","To top"
"#03767","Liquidation"
"#03768","Synthesis"
"#03769","Fellow"
"#03770","Tracking"
"#03771","Maximum"
"#03772","Reward"
"#03773","To ship"
"#03774","Jail"
"#03775","Job"
"#03776","Password"
"#03777","GET !!"
"#03778","Recommended"
"#03779","Close up"
"#03780","Action"
"#03781","=#00631"
"#03782","Effect"
"#03783","Consent"
"#03784","Agreement"
"#03785","Shuffle"
"#03786","Stop"
"#03787","History"
"#03788","Input"
"#03789","Completion"
"#03790","Dismissal"
"#03791","Skill"
"#03792","=#00178"
"#03793","Removal"
"#03794","Purchase"
"#03795","Sale"
"#03796","LVUP"
"#03797","Zoom"
"#03798","Information"
"#03799","Front Engine"
"#03800","Front-Wheel Drive"
"#03801","Rear-Wheel Drive"
"#03802","Mid Engine"
"#03803","Rear Engine"
"#03804","4-Wheel Drive"
"#03805","<co=0000c8><0></co> came in #<1>."
"#03806","Trishaw"
"#03807","The <0> is a three-wheel auto-rikshaw modified for racing. With a light body and a powerful engine, it trades off durability for high speed. Yet another of its advantages is fuel efficiency."
"#03808","Taxi"
"#03809","A speedy private <0>. Leave it to a veteran taxi driver and you'll get a 50% qualification race driving bonus. 10% of the prize money will be taken as the taxi fare though."
"#03810","Sumo Car"
"#03811","Sumo"
"#03812","The <0> is a beastly grand tourer with amazing acceleration and high durability. Boost launches it into the air so that it may ram into rival vehicles, knocking them off the road."
"#03813","Hover Ant"
"#03814","The <0> is a grand tourer that can, as its name suggests, hover by ejecting highly compressed air to create an air cushion below it. This means that its not affected by terrain type at all and it constantly generates good downforce."
"#03815","Safety Car"
"#03816","Safety"
"#03817","A <0> of the sort normally deployed to slow down other racers when there are some problems on the course. It can actually hold its ground against race cars, especially when it's raining, thanks to overall high performance."
"#03818","Turbo Sedan"
"#03819","The <0> is a remodeled sedan with specs improved all around. Especially the turbo effect has been greatly enhanced."
"#03820","UFO"
"#03821","This <0> is an unidentified fast-flying object, employing technology not known on Earth for super-responsive handling. Abducts random cows when using boost, using them to produce research data."
"#03822","S Silhouette"
"#03823","The <0> is a grand tourer extensively modified to be on par with race cars. Generates a lot of downforce, making an easy job of taking consecutive sharp turns."
"#03824","Elf"
"#03825","The <0> is a rather unusual race car with six wheels. One of its perks is the fact you can equip two types of tires. Having smaller ones at the front reduces air resistance and improves speed, while you can pick the rear ones for their grip."
"#03826","Milky 310"
"#03828","The <0> is a superfast race car designed for oval circuits. Outperforms formula cars on straights. Get behind its wheel and speed off towards victory!"
"#03829","Bearington Car"
"#03830","Bearington"
"#03831","The <0> is a rally car inspired by Bearington himself. Although its base performance is nothing special, the large frame enables you to install lots of parts on it."
"#03832","Bulldozer"
"#03833","The <0> was originally a construction vehicle, but a huge nitro tank turned it into a monster race machine. Bulldozes through the competition, literally."
"#03834","The <0> is yet another invention of Dr. Mochipon. This rally car's original purpose was speedy donut delivery to any corner of the country."
"#03835","The <0> is exclusive to Wairobot. It's a real fast machine. Just watch it zoom away!"
"#03836","SL Kairobot"
"#03837","SL Kairo"
"#03838","An SL car and Kairobot combined. This rally car can have two superchargers. With highly efficient boost, it's one powerful machine."
"#03839","HoF Staff"
"#03840","Wairobot Statue"
"#03841","Hey <0>. Heh heh!"
"#03842","Sally Prin Statue"
"#03843","<0>, you're amazing!"
"#03844","Pyraplex Pyramid"
"#03845","An ancient pyramid complex that used to be a popular tourist destination."
"#03846","Astro Rocket"
"#03847","Galactic explorers will get you research data. Check out Epic Astro Story they're from!"
"#03848","Prod."
"#03849","Energy Shroom"
"#03850","=#01237"
"#03851","Penguin Sisters"
"#03852","Cute. Boosts Environment."
"#03853","Polar Bear Family"
"#03854","Adorable. Boosts Environment."
"#03855","Seal Bros"
"#03856","Cruise Ship"
"#03857","<br>Have the sea dogs from High Sea Saga get you some fuel. Check out the app they're from!"
"#03858","Bearington Blimp"
"#03859","Bearington's blimp which has flown all the way here from Venture Towns."
"#03860","Ramen Bowl"
"#03861","Improve nearby Environment with some yummy noodles in delicious thick broth."
"#03862","Fish Tank"
"#03863","A tank full of fish from Fish Pond Park."
"#03864","Ski Resort Lady"
"#03865","This very relaxed lady on vacation gracefully improves nearby Environment."
"#03866","Chill-Out Sally Prin"
"#03867","Kairobot started doing catalogue sales. Register and something good may happen."
"#03868","Massive Tree"
"#03869","Not a legendary tree but it's just so huge!"
"#03870","Dungeon Castle"
"#03871","A castle from Dungeon Village. Check out that app, it's cool!"
"#03872","Colossal Cake"
"#03873","A huge cake made by Bonbon Cakery. Improves nearby Environment."
"#03874","Koala Bros"
"#03875","Koalas that simply love watching car races. See if you can meet them at a race!"
"#03876","Moona the Cow"
"#03877","Brings a bucolic atmosphere wherever it goes, improving nearby Environment."
"#03878","Chimpan G Heli"
"#03879","Chimpan G in a helicopter, straight out of Venture Towns."
"#03880","Secret Hero Base"
"#03881","Get research data from the secret base of Legends of Heropolis. Check out the app too!"
"#03882","Humpy the Camel"
"#03883","A Bactrian camel that's really into car racing. Maybe you'll meet it at a race!"
"#03884","Space Shuttle"
"#03885","A pinnacle of technology, Environment-improving space shuttle."
"#03886","Amusement Town"
"#03887","An amusement park which mysteriously generates fuel."
"#03888","Bunny Trampoline"
"#03889","A cute trampoline from Biz Builder Delux that boosts nearby Environment."
"#03890","Vista Tower"
"#03891","Go up for an awesome view. Boosts nearby Environment."
"#03892","Super Fami-Ko"
"#03893","A retro game console that produces research data."
"#03894","Skyhigh Tower"
"#03895","You can see very far from the top. Share via SNS to make Kairobot happy."
"#03896","Cash"
"#03897","Quality"
"#03898","Edu."
"#03899","=#03782"
"#03900","1 Day"
"#03901","Time(s)"
"#03902","Capacity"
"#03904","Space"
"#03906","HoF Grand Prix"
"#03907","Win HoF Grand Prix to enter the Hall of Fame."
"#03908","Game feels to slow? Check out the speed settings."
"#03909","Lab Lv Cap UP"
"#03910","=#00592"
"#03911","=#03840"
"#03912","=#03842"
"#03913","=#03849"
"#03914","=#01237"
"#03915","=#03851"
"#03916","=#03852"
"#03917","=#03853"
"#03918","=#03854"
"#03919","=#03855"
"#03920","=#03856"
"#03921","Generates fuel."
"#03922","=#03846"
"#03923","Get research data from space."
"#03924","=#03860"
"#03925","Delicious boost for Environment."
"#03926","=#03858"
"#03927","Looks fun. Boosts Environment."
"#03928","=#03844"
"#03929","Ancient power spot. Boosts Environment."
"#03930","=#03862"
"#03931","With exotic fish. Boosts Environment."
"#03932","=#03864"
"#03933","Lady enjoying her vacations. Boosts Environment."
"#03934","=#03866"
"#03935","Chilling out on vacation. Huge Environment boost."
"#03936","=#03868"
"#03937","200 years old. Boosts Environment."
"#03938","=#03870"
"#03939","Magnificent. Generates fuel."
"#03940","=#03872"
"#03941","Boosts Environment. Isn't that sweet!"
"#03942","=#03874"
"#03943","Cuddly. Boost Environment."
"#03944","=#03876"
"#03945","Cute dairy cow. Boosts Environment."
"#03946","=#03878"
"#03947","Stylish. Boosts Environment."
"#03948","=#03880"
"#03949","Produces research data."
"#03950","=#03882"
"#03951","Deceptively cute. Boosts Environment."
"#03952","=#03884"
"#03953","Awesome stuff. Boosts Environment."
"#03954","=#03886"
"#03955","Magically generates fuel."
"#03956","=#03888"
"#03957","Cutesy. Boosts Environment."
"#03958","=#03890"
"#03959","Great views. Boosts Environment."
"#03960","=#03892"
"#03961","A game console producing research data."
"#03962","=#03894"
"#03963","So tall! Boosts Environment."
"#03964","Can hover a little"
"#03965","For any terrain"
"#03966","Can fly"
"#03967","Good acceleration"
"#03968","Taa-daa!"
"#03969","Super cool!"
"#03970","Dreamy ride for 2"
"#03971","So many tires!"
"#03972","Highly customizable"
"#03973","Fires rockets!"
"#03974","Uber-fast taxi!"
"#03975","Customize it!"
"#03976","Secret weapon?"
"#03977","Raw power!"
"#03978","Lightning fast start"
"#03979","Smash 'em!"
"#03980","Grats!"
"#03981","Driver included?"
"#03982","Outta this world!"
"#03983","Monster machine!"
"#03984","It hovers!"
"#03985","Terrific turbo!"
"#03986","Hi-spec, actually!"
"#03987","Welcome to the Hall of Fame Grand Prix!<br><br>Before you jump in your car all ready to go, read the rules!<br><br>- Eligibility -<br>Vehicle types not yet registered in the Hall of  Fame.<br><br>- Race Tracks -<br>A track is chosen at random each time.<br><br>- No Changing Cars -<br>You must complete the GP in the vehicle registered for it. Switching to a different car is not allowed.<br><br>- Hall of Fame Entry -<br>Participants are given points for each race based on their finishing position. The participant with the highest total score at the end of the GP will be entered to the Hall of Fame."
"#03988","Abduction"
"#03989","Abducts cows during boost."
"#03990","Safety First"
"#03991","Reduced durability loss."
"#03992","Smash"
"#03993","Smashes through rivals during boost."
"#03994","Co-Driver"
"#03995","Driving bonus. Costs 10% prize money."
"#03996","Hovering"
"#03997","Hovers, ignoring terrain effects."
"#03998","Ramming"
"#03999","Knocks away rivals collided with."
"#04000","Boom"
"#04001","Fires missiles."
"#04002","The results are in...<br><co=0070c0><0></co> earned their place in the Hall of Fame!"
"#04003","Congratulations! Hoping to see you beat ever more records. Best of luck."
"#04004","Hello. Have you heard of the racing world's Hall of Fame?"
,"Only the most outstanding racing vehicles are recorded in it for the posterity to admire."
,"It has been a long time since I've seen a car that would fit the requirements, though."
,"But you, <name>, seem like a good candidate. Your last race was a triumph!"
,"To be entered into the Hall of Fame, you will need to win our special grand prix race. Give it a try!"
"#04005","Check the race details before entering."
"#04006","<call>..."
,"The vehicle registered for the Hall of Fame grand prix race is gone, so the race participation has been cancelled."
"#04007","Hall of Fame GP"
"#04008","<0> has been registered!"
"#04009","HoF Vehicle"
"#04010","Tanggal Kompetisi"
"#04011","=#02622"
"#04012","=#03007"
"#04013","Pilih kendarran (hanya sekali)"
"#04014","HoF (<0>/<1>)"
"#04015","HoF"
"#04016","No cars"
"#04017","Already in the Hall of Fame"
"#04018","The <0> broke down. Let's get it fixed."
"#04019","A prize raffle will become available later in the game."
"#04020","=#03848"
"#04021","=#03896"
"#04022","=#03897"
"#04023","=#03898"
"#04024","=#03782"
"#04025","=#03900"
"#04026","=#03901"
"#04027","=#03902"
"#04028","=#03904"
"#04029","=#03092"
"#04030","=#03092"
"#04031","Grand Prix Story 2 Bhs. Indonesia"
"#04033","Let's work hard to make these new teams a real success!"
"#04036","Penugasan kembali staff untuk tim berbeda."
"#04037","Pilih tim kamu sebagai <0> staff!"
"#04038","Penugasan kembali staff"
"#04039","<0> Terlalu banyak pengemudi."
"#04040","<0> Terlalu banyak mekanik."
"#04041","Selesai!"
"#04042","Masukkan kmbli anggota staff ?"
"#04043","Choose new teams for your staff members!"
"#04044","Pengemudi kamu mencapai Lv. <0>!"
"#04045","Kemenangan:"
"#04046","Rata-rata menang:"
"#04047","Kendaraan:"
"#04048","Pisang:"
"#04051","Lapangan parkir"
"#04054","=#01056"
"#04055","=#01056"
"#04056","Pakai barang"
"#04057","=#03036"
"#04058","=#00170"
"#04064","Selamat! Teknologi <0> mencapai tingkat tertinggi!"
"#04073","ml"
"#04074","<0>ml"
"#04075","<0>kg"
"#04076","500oz."
"#04077","2000oz."
"#04078","5000oz."
"#04079","kg"
"#04080","Your reward is here!"
"#04081","Teach mechanics skills and they'll get you better cars."
"#04082","Beckoning cat"
"#04083","The surrounding environment UP from the cute little cat.<br>The one in the left hand seems to be female."
"#04084","Steam Locomotive"
"#04085","A wonderful locomotive that carries fuel from the Station Manager.<br>If you do not mind, get the app. and play around!"
"#04086","Great Daibutsu"
"#04087","Thank you very much for your research data～<br>If you do not mind, get the app. and play around!"
"#04088","Arena"
"#04089","Seafood !! A research data that came from the Sushi Spinnery.<br>If you do not mind, get the app. and play around!"
"#04090","Monkey hot spring"
"#04091","Natural hot spring came from Shiny Ski Resort.<br>If you do not mind, get the app. and play around!"
"#04092","Torii"
"#04093","Surrounding environment UP by the  beautiful red Torii gate.<br>The color is a bit off, so use it well."
"#04094","Passenger car"
"#04095","A wonderful passenger car from Station Manager.<br>It will be cool if you line up with a steam locomotive"
"#04096","Cat's meeting place"
"#04097","Surrounding environment UP by these cutety cats!. <br>I wish I had such a place near my house."
"#04098","Mt. Fuji"
"#04099","Ssurrounding environment UP by the beauty of Mt. Fuji<br>You have a world heritage!"
"#04100","Totem pole"
"#04101","Environmental UP by the totem poles from Pocket Academy 2<br>A masterpiece made by a national treasure craftsman."
"#04102","Union Kairobot!!"
"#04103","Surrounding environment UP from the powerful Kairobot.<br>Looks strong, but can barely walk."
"#04104","FA-7 Sky fighter"
"#04105","The resource came from Skyforce Unite,<br>If you do not mind, get the app. and play around!"
"#04106","Kebun binatang Panda"
"#04107","Surrounding environment UP by the cute panda,<br>Seem like 4 of them are plush toys."
"#04108","Ayo perbanyak penggemar!<br>Jika kamu kehabisan pisang"
"#04109","When you play against other people,<br>maybe some chicken can be kept?"
"#04110","=#01187"
"#04111","=#01189"
"#04112","=#01190"
"#04113","=#01191"
"#04114","=#01192"
"#04115","=#01193"
"#04116","=#01194"
"#04117","=#01195"
"#04118","=#01196"
"#04119","=#01197"
"#04120","=#01198"
"#04121","=#01199"
"#04122","=#01200"
"#04123","=#01187"
"#04124","=#01189"
"#04125","=#01190"
"#04126","=#01191"
"#04127","=#01192"
"#04128","=#01193"
"#04129","=#01194"
"#04130","=#01195"
"#04131","=#01196"
"#04132","=#01197"
"#04133","=#01198"
"#04134","=#01199"
"#04135","=#01200"
"#04136","Lunar Training"
"#04137","=#04082"
"#04138","=#04084"
"#04139","=#04086"
"#04140","=#04088"
"#04141","=#04090"
"#04142","=#04092"
"#04143","=#04094"
"#04144","=#04096"
"#04145","=#04098"
"#04146","=#04100"
"#04147","=#04102"
"#04148","=#04104"
"#04149","=#04106"
"#04150","<0> Left !"
"#04151","Stok habis"
"#04152","<0> is appeared in the raffle !!"
"#04153","_tc"
"#04154","Backup game's data to server. "
"#04155","◆ Cadangan data permainan ◆"
"#04156","Cadangkan Otomatis"
"#04157","=#03563"
"#04158","=#03564"
"#04159","Cadangkan"
"#04160","Kembalikan data"
"#04161","Let's backup game data to prevent any trouble that might occur.<br>Even if the data disappears,<br>You can recover by contacting support.<br><br>The period of the backup is one month"
"#04162","Last backup"
"#04163","Backup succeeded.<br>If the data disappears, please contact support."
"#04164","=#04136"
"#04165","After this, ads video will be played."
"#04166","Currency sales has started !"
"#04167","After this, the offer wall will be displayed,"
"#04168","After this, video ads will be displayed."
"#04169","After this, an offerwall is shown up."
"#04170","We're having\na currency sale."
"#04171","Season Deal(spring)"
"#04172","Season Deal(Summer)"
"#04173","Season Deal(Autumn)"
"#04174","Season Deal(Winter)"
"#04175","Season Deal"
"#04176","How to use TapJoy<br>- Terminate ""Limit Ad Tracking"" and restart the game.<br>* Setting app > Privacy > Advertising > Limit Ad Tracking"
"#04177","Rejoice !!"
"#04178","=#03092"
"#04179","=#01875"
